window,ticker,strategy,is_bps,vwap_slip_bps,eff_spread_bps,markout_60s_bps
open,EA,toth,11.478051820849622,12.054619200854168,6.2818203205476255,-2.0880937765438428
open,EA,rl_v4,25.31662363102586,25.892392207250122,8.145828371735593,4.78104360016976
open,EBAY,twap,-84.83894707048118,-28.51222516076709,2.900477354642263,3.191409238808886
open,EBAY,ac_ra,-60.397112935186684,-4.206905688872549,3.136052202629932,5.403887885828807
open,EBAY,vwap_following,-74.89499009340663,-18.623808039338183,3.371080302568247,6.89029548809586
open,EBAY,pov_5pct_cap,-74.89499009340663,-18.623808039338183,3.371080302568247,6.89029548809586
open,EBAY,toth,-74.90404755165666,-18.63281490908257,3.3707954875238184,6.888738460677334
open,EBAY,rl_v4,-54.07642230399271,2.0784820698284543,3.4048202218006796,8.190142584519728
open,EXC,twap,-3.988252883380074,17.039162780613673,2.7405234379172807,1.8525875229230908
open,EXC,ac_ra,-7.982699700980386,13.053111903857971,4.256835524246393,3.838872139932438
open,EXC,vwap_following,-3.9955147372930897,17.031916190415174,3.3857471019283403,0.6224899273095271
open,EXC,pov_5pct_cap,-3.9955147372930897,17.031916190415174,3.3857471019283403,0.6224899273095271
open,EXC,toth,-3.994019649722897,17.033408135455907,3.3851085106014516,0.6243016129513401
open,EXC,rl_v4,-10.358607432716425,10.682198100362513,6.41115964046625,3.892529905058411
open,EXPE,twap,14.346509446603,25.40022232218195,6.364097718582412,2.798105258670454
open,EXPE,ac_ra,-8.15900665505367,2.919618912853308,9.114592944676964,5.822405174208846
open,EXPE,vwap_following,5.28518468890784,16.34892808299404,7.409443371259417,-5.596006170180086
open,EXPE,pov_5pct_cap,5.283040778952394,16.346786546259843,7.409621532195441,-5.597036805209038
open,EXPE,toth,5.288847201751146,16.35258654158437,7.408643260182922,-5.593911112624084
open,EXPE,rl_v4,-12.802894278440105,-1.7191281155321139,11.747492645047815,5.783881839044112
open,FAST,twap,-147.78227917872633,-14.244719352213789,12.914898329214283,10.043434631697272
open,FAST,ac_ra,-124.9210417527911,8.31568053341099,18.66646240274995,16.252282142320496
open,FAST,vwap_following,-160.17142069725736,-26.4708286257464,16.898005474345094,-3.351427874035892
open,FAST,pov_5pct_cap,-160.17142069725736,-26.4708286257464,16.898005474345094,-3.351427874035892
open,FAST,toth,-160.17142069725736,-26.4708286257464,16.898005474345094,-3.351427874035892
open,FAST,rl_v4,-132.0217720821263,1.30839073867528,24.935785476134246,10.690829919714565
open,FB,twap,22.556203951964367,10.851263796886037,1.882779019735188,0.996351583243135
open,FB,ac_ra,28.80607439786034,17.108466216886956,2.7132270805047143,0.7398406347498808
open,FB,vwap_following,25.14368113917475,13.441776457535108,2.048294996426834,1.5872727750650855
open,FB,pov_5pct_cap,25.14368113917475,13.441776457535108,2.048294996426834,1.5872727750650855
open,FB,toth,25.14368113917475,13.441776457535108,2.048294996426834,1.5872727750650855
